"sex","age_avg","age_sd","weight_avg","weight_sd","vo2_peak_avg","vo2_peak_sd","map_gxt_avg","map_gxt_sd","vt1_avg","vt1_sd","vt2_avg","vt2_sd","p_peak_wingate_avg","p_peak_wingate_sd","p_pbw_wingate_avg","p_pbw_wingate_sd","p_avg_wingate_avg","p_avg_wingate_sd","pbw_avg_wingate_avg","pbw_avg_wingate_sd","fi_wingate_avg","fi_wingate_sd","lac_wingate_avg","lac_wingate_sd","imtp_peak_avg","imtp_peak_sd","imtp_rfd_avg","imtp_rfd_sd","imtp_200_avg","imtp_200_sd","imtp_upto200_avg","imtp_upto200_sd","imtp_pbw_avg","imtp_pbw_sd","cmj_hei_avg","cmj_hei_sd","cmj_pp_avg","cmj_pp_sd","cmj_pbm_avg","cmj_pbm_sd","cmj_con_avg_avg","cmj_con_avg_sd","cmj_con_p_avg","cmj_con_p_sd","rm_w_avg","rm_w_sd","cmj_con_mean_power_avg","cmj_con_mean_power_sd","p_25_avg","p_25_sd","p_50_avg","p_50_sd","p_75_avg","p_75_sd","p_100_avg","p_100_sd","mg_25_avg","mg_25_sd","mg_50_avg","mg_50_sd","mg_75_avg","mg_75_sd","mg_100_avg","mg_100_sd","bf_25_avg","bf_25_sd","bf_50_avg","bf_50_sd","bf_75_avg","bf_75_sd","bf_100_avg","bf_100_sd","vl_25_avg","vl_25_sd","vl_50_avg","vl_50_sd","vl_75_avg","vl_75_sd","vl_100_avg","vl_100_sd"
NA,33.625,5.59492551240512,78.3366666666667,16.1731403723441,38.9979166666667,4.79767184599405,282.125,62.467906653754,197.448936170213,39.722936492992,249.627659574468,52.9734827106005,856.645833333333,287.176829621805,10.7989583333333,2.12806398838298,559.708333333333,194.589579910973,7.02416666666667,1.36560458644691,48.0212765957447,10.9335728710326,13.9454545454545,3.57611290502883,2756,902.658720645542,5166.10416666667,2921.47326750532,1891.33333333333,620.799735870383,5166.10416666667,2921.47326750532,34.80875,6.60728470479461,29.5630434782609,6.19255318716322,3686,1186.45970105277,45.5978260869565,7.83375854535101,18.2369565217391,1.88931012637502,22.5130434782609,2.12870421677416,110.677083333333,32.7011759797869,24.204347826087,4.29216115063206,41,13.6381816969859,126.04347826087,30.7274444985363,216.326086956522,42.114159322714,306.521739130435,55.1969158278632,53.0487804878049,17.4096973257897,46.7560975609756,14.9879626497481,40.5609756097561,16.0515556574555,34.2926829268293,19.8686233826592,67.7441860465116,19.6312348582508,62.093023255814,18.5290170806667,57.8809523809524,18.5987180006034,52.4523809523809,22.8955234531294,59.9024390243902,14.2299066723025,47.3658536585366,13.8306834566499,34.8536585365854,18.4655909404624,28.7058823529412,23.349167023965
